;id_Comp_Matriz;Servicio;Ministerio;Anio;indicador1;indicador2;indicador3;indicador4;indicador5;indicador6;indicador8;indicador9;indicador10;indicador11;indicador12;indicador13;indicador14;indicador15;indicador16;indicador17;indicador18;indicador19;indicador20;indicador21;indicador22;indicador23;indicador24;indicador25;indicador26;indicador27;indicador28;indicador29;indicador30;indicador31;indicador32;indicador1_III;indicador2_III;indicador3_III;indicador4_III;indicador5_III;indicador6_III;indicador8_III;indicador9_III;indicador10_III;indicador11_III;indicador12_III;indicador13_III;indicador14_III;indicador15_III;indicador16_III;indicador17_III;indicador18_III;indicador19_III;indicador20_III;indicador21_III;indicador22_III;indicador23_III;indicador24_III;indicador25_III;indicador26_III;indicador27_III;indicador28_III;indicador29_III;indicador30_III;indicador31_III;indicador32_III;porComp;porTra;porAnom;porProm;score;Ministerio_y;Monto;Cantidad_licitaciones
132;1214332;Serv Nac Salud Hospital De Los Andes;Ministerio de Salud;2021;27.0;6.0;-1.0;17.860780984719863;24.58404074702886;17.98290674628527;131.377202174263;281.370749235707;0.015484756496274935;0.03456153039638682;2.358;3.864864864864865;15.954415954415953;27.897471318686296;1.64;0.0;10.135135135135135;29.73;8.33;66.67;2.7;2.7;0.0;0.0;37.84;-18.409999999999997;2.7;;8.33;66.67;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;3.0;1.0;20.0;20.0;10.0;17.0;63.439153439153436;;8773378807.0;4768
1100;118070;I Municipalidad De Maule;Municipios;2022;19.3;6.0;0.0;44.943820224719104;8.707865168539326;3.681534402611107;48.439388817536;1504.174079257728;0.006152599642834443;0.1364247562972845;3.32;2.7198067632850242;8.087291399229782;49.954642139030796;2.76;0.0;44.56521739130435;11.11;46.31;41.67;81.16;2.9;0.0;0.0;96.3;14.36999999999999;81.16;0.0;46.31;41.67;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;3.0;1.0;2.0;2.0;3.0;1.0;1.0;1.0;3.0;2.0;3.0;;2.0;2.0;1.0;20.0;20.0;30.0;23.0;61.185650394899604;;8763973841.0;1735
1959;99322;I Municipalidad De Colina;Municipios;2022;35.3;4.0;1.0;56.74740484429066;22.837370242214533;11.189195618576607;69.678973959595;1018.579914582707;0.014953078261636764;0.10954888009417188;3.502;3.0;10.172413793103448;53.87517391112625;3.71;0.0;20.955882352941178;5.88;28.57;30.77;0.0;0.0;0.0;0.0;80.36;55.36;0.0;0.0;28.57;30.77;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;13.0;71.66555650712087;;8709829072.0;585
828;100728;I Municipalidad De Paine;Municipios;2021;8.7;5.0;-1.0;36.835699797160245;32.73833671399594;54.965189623116636;44.124286875873004;2414.1969450364245;0.009486355683455114;0.10151206743075024;9.933;2.076294277929155;8.23076923076923;63.06351038585632;2.51;0.0;28.065395095367847;15.53;13.95;14.29;26.16;4.36;0.0;0.0;19.05;-29.34;26.16;0.0;13.95;14.29;0.0;1.0;3.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;59.238777948455365;;8688642465.0;2799
1927;113614;I Municipalidad De Casablanca;Municipios;2022;21.4;4.0;-1.0;65.88888888888889;20.11111111111111;26.409092583593957;33.741837215945;514.76082288185;0.003266142928128649;0.085707442953285;3.391;2.1330645161290325;5.365853658536586;33.7043316294818;2.06;0.0;25.705645161290324;24.19;50.0;38.46;4.03;1.61;0.0;0.0;95.38;-2.660000000000011;4.03;0.0;50.0;38.46;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;;20.0;0.0;11.0;14.0;60.776794493608655;Municipios;8683624318.0;2180
805;6947;Subsecretaria De Servicios Sociales;Ministerio de Desarrollo Social;2021;7.1;4.0;0.0;33.333333333333336;43.669724770642205;12.831088406346469;239.54453170807903;1709.4324162896016;0.08835588044640666;0.15404353875812843;12.609;3.0357142857142856;23.471882640586795;54.56806459312942;3.54;0.0;17.857142857142858;1.79;;0.0;0.0;1.79;1.79;0.0;39.29;-6.160000000000004;1.79;0.0;0.0;0.0;0.0;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;0.0;10.0;63.93650793650794;;8661454637.0;1743
1765;87172;I Municipalidad De Penalolen;Municipios;2022;24.6;4.0;0.0;52.41276911655531;11.201780415430267;30.710884777074217;29.127919830985;372.435294261894;0.002638034696761055;0.031536995422843064;3.226;2.6315789473684212;4.974016332590943;31.304103622378527;3.3;0.0;30.263157894736842;;22.22;9.09;21.05;2.63;7.02;0.0;79.49;3.1299999999999955;27.19;0.0;22.22;9.09;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;2.0;1.0;2.0;;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;14.0;64.22812192723697;;8656250204.0;1457
325;6963;Servicio De Salud Metropolitano Norte;Ministerio de Salud;2021;25.0;4.0;-2.0;60.552763819095475;32.41206030150754;70.11898632520834;105.654650230181;1448.7384073286967;0.07235121051901015;0.2448596393402747;2.913;3.4166666666666665;14.074074074074073;59.64493265325042;2.83;0.0;9.375;16.67;;35.71;8.33;0.0;0.0;0.0;26.09;-23.91;8.33;0.0;0.0;35.71;0.0;1.0;3.0;2.0;2.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;;2.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;20.0;0.0;0.0;10.0;58.24691358024692;;8603515653.0;414
1017;7412;Hospital Provincial   Del Huasco Msr Fernando Ariztia Ruiz;Ministerio de Salud;2021;85.7;1.0;-2.0;16.33725293970478;51.163372529397044;55.62256550407969;74.556304387416;165.70593138837899;0.008027869214717777;0.01867894458378094;11.111;1.2857142857142858;10.675273088381331;18.9514521644747;1.0;0.0;21.428571428571427;14.29;;0.0;42.86;14.29;0.0;0.0;42.86;8.380000000000003;42.86;;0.0;0.0;0.0;3.0;3.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;;1.0;1.0;1.0;27.0;0.0;0.0;14.0;61.61284437146506;;8591754272.0;4506
1214;7409;Servicio De Salud Atacama;Ministerio de Salud;2022;11.3;6.0;3.0;49.32065217391305;23.777173913043477;33.981863704871834;133.697179243951;351.555044658879;0.06256751114165623;0.06535654582658028;3.704;3.5;16.748166259168705;29.15685137810386;2.26;0.0;28.629032258064516;48.39;12.0;9.38;66.13;8.06;0.0;0.0;45.76;-0.19000000000000483;66.13;0.0;12.0;9.38;0.0;1.0;3.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;;1.0;1.0;1.0;13.0;0.0;0.0;7.0;62.43854473942969;;8557771443.0;1092
1520;113851;I Municipalidad De Loncoche;Municipios;2022;41.0;3.0;-1.0;33.12883435582822;2.642756016989146;5.7759070619268735;72.37367845522701;275.710966698724;0.010402151949743366;0.017060527104548535;2.418;2.0;11.05362182502352;25.965990859030214;2.88;0.0;35.06944444444444;1.39;44.62;42.86;39.58;3.47;0.69;0.0;100.0;0.0;40.28;0.0;44.62;42.86;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;;2.0;2.0;1.0;27.0;0.0;10.0;17.0;55.38427379706283;Municipios;8553693174.0;5088
530;88203;I Municipalidad De Quillota;Municipios;2021;37.2;3.0;-1.0;33.556782334384856;12.618296529968454;7.175127149484626;49.336226120987;330.669615025071;0.009097173749521924;0.03895293400719656;4.573;2.327433628318584;8.986175115207374;29.28185943255975;2.29;0.0;19.690265486725664;7.96;38.33;38.89;0.0;8.85;0.0;0.0;70.73;1.2600000000000051;0.0;0.0;38.33;38.89;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;1.0;20.0;0.0;9.0;13.0;68.178870114354;;8540144354.0;3134
1739;130585;Universidad De Antofagasta;Otros;2022;25.0;4.0;1.0;32.40469208211144;44.18377321603128;42.50063936438839;281.140537003436;226.025688673347;0.0939811731127956;0.020141791168376246;3.302;3.125;24.137931034482758;23.301743745669736;2.68;0.0;25.520833333333332;10.42;;0.0;2.08;4.17;0.0;0.0;100.0;25.0;2.08;0.0;0.0;0.0;0.0;1.0;3.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;27.0;0.0;10.0;17.0;65.06719108489021;;8534392485.0;2105
4;7231;Contraloria General De La Republica;Contraloría General de la República;2021;7.6;4.0;-1.0;56.37663885578069;14.421930870083433;24.957067735686326;93.349850366009;379.085941060027;0.06369052367886757;0.03876895804407391;14.062;2.3333333333333335;13.223140495867769;32.419490241087416;3.05;0.0;14.962121212121213;0.76;6.67;51.35;3.03;0.0;0.0;0.0;41.84;20.630000000000003;3.03;0.0;6.67;51.35;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;13.0;0.0;0.0;6.0;71.83137054104796;;8528026206.0;840
486;7479;Servicio Nac De Salud Hospital Traumatologico;Ministerio de Salud;2021;37.3;3.0;-1.0;20.41438147471054;3.1687995124923827;14.161879613267306;198.819031674063;274.807640465804;0.05868014667631804;0.030836938645104783;3.981;1.5396825396825398;22.017291066282418;23.378111850951566;1.62;0.0;30.357142857142858;26.98;37.5;74.07;34.92;2.38;0.0;0.0;86.51;9.52000000000001;34.92;;37.5;74.07;;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;3.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;;2.0;3.0;;20.0;20.0;22.0;21.0;51.691297208538586;;8463318201.0;3058
657;6972;Servicio De Vivienda Y Urbanizacion Iv Region;Ministerio de Vivienda y Urbanismo;2021;56.1;2.0;-1.0;50.24875621890547;11.442786069651742;13.773329652516642;358.788418194315;956.955404971252;0.25060128962997813;0.3080718343474225;9.756;1.2682926829268293;31.18811881188119;51.75415287138772;1.93;0.0;10.975609756097562;;;50.0;0.0;4.88;0.0;0.0;42.5;24.13;0.0;0.0;0.0;50.0;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;1.0;;;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;;13.0;0.0;0.0;7.0;59.474678760393054;;8460653513.0;208
1008;7458;Hospital De Melipilla;Ministerio de Salud;2021;12.8;7.0;-2.0;12.285223367697595;31.099656357388316;21.710060284236455;126.69872364122901;191.236757577431;0.013509895304909016;0.025281543822325673;2.288;3.9361702127659575;13.901837126405265;19.677037152408403;1.99;0.0;18.617021276595743;48.94;13.79;64.29;8.51;10.64;2.13;0.0;63.83;16.61;8.51;;13.79;64.29;0.0;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;2.0;1.0;20.0;0.0;0.0;10.0;58.16578483245149;;8458208029.0;4916
1304;116296;I Municipalidad De Las Cabras;Municipios;2022;50.0;4.0;0.0;69.53528399311531;23.883161512027492;13.157373953363477;56.483930855390994;286.476925594188;0.00792945374595506;0.0354934904867259;1.557;2.3636363636363638;7.919463087248322;26.2494005387366;1.71;0.0;19.155844155844157;17.53;10.84;5.0;7.79;0.65;0.0;0.0;54.29;7.229999999999997;7.79;0.0;10.84;5.0;0.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;0.0;10.0;72.54734037491674;Municipios;8430816792.0;2968
238;98443;I Municipalidad De Tome;Municipios;2021;12.5;4.0;-1.0;28.322017458777886;28.192693178144197;23.00728372273085;58.170728277041;311.885949178612;0.012145598291373159;0.03105419707959804;11.384;1.90625;9.822560202788338;28.852014210421295;2.47;0.35;26.90972222222222;5.21;29.13;41.18;5.56;2.08;1.04;4.86;92.62;5.3500000000000085;9.72;0.0;29.13;41.18;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;20.0;0.0;9.0;13.0;54.13551800648575;;8394075880.0;3375
113;113981;I Municipalidad De Santo Domingo;Municipios;2021;26.9;4.0;1.0;45.18518518518518;21.68350168350168;18.408004759739985;42.040556045642;894.863922035458;0.005910995185896564;0.11145505444411188;8.377;2.75;7.124010554089709;42.83774178722238;1.96;0.0;24.51923076923077;5.77;11.76;37.5;5.77;3.85;0.0;0.0;90.48;-4.969999999999999;5.77;0.0;11.76;37.5;;1.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;;13.0;0.0;10.0;10.0;65.27336860670194;;8377286732.0;1910
149;7054;Servicio De Salud Libertador Bdo Ohiggins;Ministerio de Salud;2021;22.8;4.0;-2.0;41.839762611275965;27.695351137487634;46.08991762430201;77.710379587291;230.529523662977;0.01843187943747541;0.019734439873871707;4.332;2.6455696202531644;11.357074109720884;21.158381348602816;2.38;0.0;20.569620253164558;12.66;10.0;0.0;11.39;5.06;0.0;0.0;51.06;-26.019999999999996;11.39;0.0;10.0;0.0;0.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;0.0;6.0;66.27752176139272;;8363161186.0;1587
2031;115011;I Municipalidad De Calbuco;Municipios;2022;35.4;3.0;0.0;25.384615384615383;4.0;8.799800672024194;58.577958944863;299.353529052179;0.005046408347041902;0.024516766221245198;2.601;1.707070707070707;9.294626941685765;29.441310386078285;2.4;0.0;22.727272727272727;6.73;54.07;36.36;2.36;2.02;0.0;0.67;75.68;-16.939999999999998;3.03;0.0;54.07;36.36;0.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;1.0;27.0;0.0;10.0;17.0;61.03339994290609;;8354506901.0;4876
1509;7458;Hospital De Melipilla;Ministerio de Salud;2022;13.6;7.0;0.0;16.29353233830846;35.82089552238806;15.75013980301766;91.718329388277;178.229733365021;0.006948672018933956;0.023129135812495327;2.553;3.727272727272727;10.362232779097386;17.37980873951816;1.89;0.0;21.59090909090909;46.97;28.57;100.0;6.06;3.03;0.0;0.0;80.3;16.47;6.06;;28.57;100.0;0.0;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;3.0;1.0;20.0;20.0;20.0;20.0;65.13929859062601;;8321821840.0;4896
850;1622818;Servicio Local De Educacion Costa Araucania;Ministerio de Educación;2021;29.8;3.0;0.0;40.150564617314934;6.148055207026349;4.293140188122922;188.088899158199;551.269637648345;0.05951606295100168;0.11416819953724258;5.97;2.021276595744681;23.79778051787916;37.62728540123236;2.21;0.0;12.23404255319149;17.02;55.56;94.74;4.26;0.0;0.0;0.0;40.91;19.859999999999996;4.26;0.0;55.56;94.74;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;3.0;1.0;13.0;20.0;9.0;13.0;61.727257211128176;;8320378866.0;1549
1824;7211;Subsecretaria De Pesca Y Acuicultura;Ministerio de Economía, Fomento y Turismo;2022;30.6;2.0;-1.0;22.759315206445116;8.862034239677746;3.8357560618898043;1163.257208454778;2392.265998176625;0.3973060630993629;0.40545797557831237;10.588;1.3055555555555556;40.945674044265594;61.34199041785496;1.96;0.0;16.666666666666668;;;0.0;0.0;0.0;0.0;0.0;65.71;-1.5;0.0;0.0;0.0;0.0;;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;;;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;1.0;1.0;;27.0;0.0;0.0;15.0;61.96094957156903;;8269702710.0;1054
2163;114916;I Municipalidad De Purranque;Municipios;2022;56.8;3.0;0.0;55.202312138728324;10.576923076923077;49.4505155262708;62.020236685662;2517.3251197143204;0.02723554991753505;0.16095998049487634;2.492;2.2882882882882885;11.010830324909747;63.28881862964553;1.73;0.0;24.54954954954955;20.72;49.21;41.67;1.8;1.8;0.0;0.0;94.87;-1.7399999999999949;1.8;0.0;49.21;41.67;0.0;2.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;1.0;20.0;0.0;10.0;13.0;56.49443334284898;;8258522682.0;1874
1127;142855;I Municipalidad De San Pedro;Municipios;2022;47.4;2.0;-1.0;65.82491582491582;11.260504201680673;10.051632028374579;46.420549653779;252.835326478812;0.008415085048795977;0.04977783842474169;2.674;2.0;7.401315789473684;23.550410784356167;2.03;0.0;18.75;10.53;57.78;60.0;3.95;1.32;0.0;0.0;60.0;-14.290000000000006;3.95;0.0;57.78;60.0;;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;2.0;2.0;;20.0;0.0;0.0;10.0;62.346771550311374;Municipios;8239135569.0;2202
792;7175;Caja De Prevision De La Defensa Nacional;Ministerio del Trabajo y Previsión Social;2021;15.9;5.0;0.0;32.715376226826606;57.08833151581243;21.82071309769164;94.134854324976;395.490554819872;0.019321010725674357;0.03944497988727703;2.771;3.1704545454545454;13.210445468509985;34.559307297581874;2.05;0.0;23.295454545454547;17.05;13.73;15.38;10.23;1.14;0.0;0.0;79.45;3.180000000000007;10.23;0.0;13.73;15.38;0.0;1.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;20.0;0.0;9.0;13.0;64.42054958183991;;8212730274.0;2794
517;106880;I Municipalidad De Futrono;Municipios;2021;49.4;2.0;-1.0;39.61998592540464;10.260014054813773;9.180373683882625;60.937531821014;560.4402092698921;0.010054978828185028;0.06451573553494437;2.381;1.5647058823529412;9.776536312849162;39.4408027833321;1.49;0.0;25.290697674418606;19.77;22.73;11.11;1.16;8.14;0.0;0.0;100.0;0.0;1.16;0.0;22.73;11.11;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;9.0;10.0;61.46441372247824;Municipios;8199791006.0;3438
710;1622793;Servicio Local De Educación Pública De Huasco;Ministerio de Educación;2021;5.3;4.0;0.0;53.812636165577345;16.122004357298476;25.95195870113797;90.926184581;307.667749232666;0.03746389988206056;0.04000743654914568;4.192;2.8947368421052633;13.016528925619836;24.74101765134726;2.62;0.0;21.05263157894737;21.05;60.0;61.9;0.0;2.63;0.0;0.0;81.82;39.879999999999995;0.0;0.0;60.0;61.9;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;2.0;2.0;1.0;13.0;0.0;18.0;13.0;67.7931387608807;;8161865463.0;555
1770;113981;I Municipalidad De Santo Domingo;Municipios;2022;23.5;4.0;0.0;44.83443708609271;21.788079470198678;25.24996540181799;57.336298566538;505.162897427168;0.018072453563698705;0.06067977700659869;4.466;3.0756302521008405;9.974747474747474;36.222458780042786;2.51;0.0;25.210084033613445;7.56;8.82;61.54;2.52;0.84;0.0;0.0;97.73;7.25;2.52;0.0;8.82;61.54;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;2.0;1.0;20.0;0.0;10.0;13.0;66.0037428236115;;8136619879.0;2364
1807;86586;I Municipalidad De Talcahuano;Municipios;2022;36.2;4.0;0.0;38.420038535645475;5.394990366088632;9.319946685782059;42.85787011073;799.730485765258;0.009357171965592034;0.08108145331582356;2.017;1.848708487084871;7.83527696793003;38.5500571380869;1.93;0.0;26.199261992619927;14.76;30.3;20.0;12.92;1.85;5.54;0.0;75.5;6.099999999999994;18.45;0.0;30.3;20.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;1.0;1.0;1.0;20.0;0.0;10.0;13.0;60.950930948076255;;8119644902.0;2899
1647;7066;I Municipalidad De El Tabo;Municipios;2022;66.0;2.0;0.0;39.98822143698469;13.36866902237927;10.296086782436264;45.951587259623;1450.278364629888;0.005115230118289565;0.12567131598450773;6.452;1.4528301886792452;7.0;51.62494516285307;1.83;0.0;16.50943396226415;3.77;39.39;0.0;0.0;1.89;0.0;0.0;63.27;13.270000000000003;0.0;0.0;39.39;0.0;0.0;2.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;;2.0;1.0;1.0;20.0;0.0;0.0;10.0;71.39911821613221;;8114913926.0;1955
424;87824;I Municipalidad Estacion Central;Municipios;2021;38.7;3.0;-2.0;42.22048475371384;25.957779515246287;44.42614524070501;56.234050321534;277.840068131135;0.01097476059138726;0.045042091864653806;3.297;2.7096774193548385;9.304143862392493;26.429228548884538;1.75;0.0;24.193548387096776;12.9;6.25;10.0;0.0;3.23;6.45;0.0;89.66;-3.6700000000000017;6.45;0.0;6.25;10.0;0.0;2.0;3.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;13.0;0.0;9.0;10.0;63.70711725550435;Municipios;8110572020.0;2516
100;113851;I Municipalidad De Loncoche;Municipios;2021;23.8;4.0;-1.0;35.83724569640063;2.764736567553469;11.451922583082037;66.87962030723;211.619770382142;0.009213994831717516;0.026411128989313897;8.713;2.4127906976744184;10.621761658031089;22.04247542387352;2.94;0.0;37.2093023255814;4.07;45.45;57.14;48.84;4.65;0.0;0.0;100.0;0.0;48.84;0.0;45.45;57.14;;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;1.0;2.0;2.0;;13.0;0.0;10.0;10.0;60.504409171075835;Municipios;8094641192.0;4484
1493;1109551;Corp Municipal De Servicios Publicos Traspasados De Rancagua;Otros;2022;22.9;4.0;-1.0;25.271663415993313;9.94706046252438;29.791696578433534;168.18075638269897;160.38098151482498;0.0647235795329931;0.011569838278529282;1.961;2.914285714285714;17.28429203539823;18.566547264492307;2.91;0.0;26.071428571428573;10.0;63.83;60.0;2.86;2.86;1.43;0.0;100.0;20.409999999999997;4.29;0.0;63.83;60.0;0.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;2.0;1.0;27.0;0.0;10.0;17.0;54.83553779300283;;8081085934.0;3648
1239;1622793;Servicio Local De Educación Pública De Huasco;Ministerio de Educación;2022;16.2;3.0;-1.0;49.65831435079727;30.068337129840543;22.208864447311132;123.390575672401;350.373646146586;0.03260660193727779;0.055193769486529265;3.279;2.3783783783783785;15.317286652078774;30.375493030193702;1.8;0.0;23.64864864864865;29.73;50.0;88.24;5.41;0.0;0.0;0.0;87.88;6.060000000000002;5.41;0.0;50.0;88.24;0.0;1.0;3.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;;2.0;3.0;1.0;20.0;20.0;20.0;20.0;60.10720969327878;;8074839553.0;739
